name,formattedAddress,lat,long,photoReference,placeID,rating,userRatingsTotal,cityType,cityName,compoundCode,types,hiddenGems,ticketStatus,budget,category,userType,openHours,closeHours,closeDays,description,access,activity,facility,suggestion
Curug Awi Langit,"Arboretum Park, Alamendah, Jl. Raya Ciwidey - Patengan, Lebakmuncang, Ciwidey, Bandung Regency, West Java 40973, Indonesia",-7.1380064,107.4002037,ATJ83zhAqYF9aj8w-Tw7UleG8R7PJEq4pn2FHZP4W7gqAmfvUe1b8XqCLjk-mSXiNsQ6r5w1XJMLAXGF0HOyg-bKo32ZFtoZR1WLKAtED7RTyjfsMEaa1KUkrqTd1gkk69oWEnk5bFsZZAVHR8oY1XUsuGsNAQ8rSvpNH7mDJj0HCTprMHwY,ChIJGWp-g_ONaC4RtojmGzdzFGQ,4.4,97,kabupaten,KABUPATEN BANDUNG,"VC62+Q3 Lebakmuncang, Bandung Regency, West Java",tourist_attraction|point_of_interest|establishment,Yes,Yes,Low,Nature|Adventure|Relaxing,Solo|Friends|Couple,07.00,17.0,-,"Curug Awi Langit adalah salah satu destinasi wisata alam yang menarik di daerah Ciwidey, Bandung, Jawa Barat. Curug Awi Langit menawarkan pemandangan alam yang memukau dan sensasi petualangan yang tak terlupakan. Bagi para pencinta alam dan petualangan, Curug Awi Langit adalah surga yang harus dikunjungi.","Untuk mencapai Curug Awi Langit, Anda dapat menggunakan kendaraan pribadi atau transportasi umum. Dari pusat Kota Bandung, Anda dapat mengikuti rute ke arah Kabupaten Bandung. Setelah itu, perlu berjalan kaki sekitar 30 menit untuk mencapai air terjun, melalui jalur yang cukup menantang. Pastikan untuk mengenakan alas kaki yang nyaman.",Menikmati keindahan alam dan air terjun.Fotografi alam,Area Makan.Toilet.Parkiran.,Kenakan pakaian yang nyaman dan sepatu yang sesuai untuk trekking.Bawa perlengkapan piknik jika Anda ingin bersantai di sekitar air terjun.Pastikan untuk menjaga kebersihan area dengan membawa pulang semua sampah.
Curug Cilengkrang,"4P5J+Q84, Cilengkrang, Bandung Regency, West Java 40615, Indonesia",-6.8906021,107.7308262,ATJ83zh6KcQEOENrf1w2apsLeAhnqte4VirN0XQwtXAdBK6aOxAWnxgeXOgv4QvnQtnI6oqUXVLhkRQ47zro09xDVprac7IvTzXhRAgHxOwQvgtgnPKG7KtrNlqECqSeVc4c9woN9xlky0zv74lTkHLE5dKRZtkysenAkk6lbDp4DX1yugGa,ChIJn9nMAPHcaC4RSDtSzhnEZoU,4.1,693,kabupaten,KABUPATEN BANDUNG,,tourist_attraction|point_of_interest|establishment,Yes,Yes,Low,Nature|Relaxing,Solo|Friends|Couple,06.00,18.0,-,"Curug Cilengkrang adalah air terjun yang indah dengan tinggi sekitar 15 meter, dikelilingi oleh alam yang hijau dan udara segar. Air terjun ini dikelilingi oleh hutan tropis, memberikan pengalaman alam yang memukau bagi pengunjungnya.","Anda dapat menggunakan kendaraan pribadi atau transportasi online menuju Desa Cilengkrang, yang terletak sekitar 30 km dari pusat Bandung. Kemudian, Anda perlu berjalan kaki sekitar 1 km ke Curug Cilengkrang.Anda juga dapat naik angkutan umum dari Bandung ke Cilengkrang, lalu melanjutkan dengan berjalan kaki.",Menikmati keindahan air terjun dan suasana alam yang tenang.Berenang di kolam alami yang terbentuk di bawah air terjun (pastikan untuk memeriksa kondisi air terlebih dahulu).Trekking di sekitar area hutan sekitar.,Area parkir.Warung makanan.Toilet umum.,Pakailah pakaian nyaman dan sepatu yang sesuai untuk berjalan di alam terbuka.Pakailah pakaian nyaman dan sepatu yang sesuai untuk berjalan di alam terbuka.Selalu jaga kebersihan dan keindahan alam dengan tidak membuang sampah sembarangan.
Curug Jompong,"3G6H+RQH, Jl. Nanjung, Lagadar, Kec. Margaasih, Kabupaten Bandung, Jawa Barat 40217, Indonesia",-6.9379446,107.5294872,ATJ83zjZysHeWw-hD4OLlT5PxnQxup2hPQCbjSq0aPzzihbPprGFhwyXNf76-o9szuOfMO63llDqcEUFIGQkB_IOBWJEyYpvcxzLIZ2TdU0GSgVJr-VVuDSE9Q2FHuS_g7KrpvDbVRKttWu1oJ85jGH3ZeQi5sWGvQ7kDqm02msjLKrB_K3W,ChIJ_YQFn3nvaC4R3b0195OqgM8,4.2,573,kabupaten,KABUPATEN BANDUNG,,tourist_attraction|point_of_interest|establishment,Yes,No,Low,Nature|Relaxing|Historical,Solo|Friends|Couple,00.00,23.59,-,Curug Jompong adalah air terjun yang tersembunyi di tengah hutan yang indah. Air terjun ini memiliki ketinggian sekitar 50 meter dan dikelilingi oleh pepohonan hijau dan bebatuan alam yang memikat. Suasana sejuk dan alam yang asri menjadikan tempat ini cocok untuk rekreasi alam dan berpetualang.,"Dari pusat Kota Bandung, Anda bisa menuju Curug Jompong dengan mengambil rute ke arah Kabupaten Bandung Barat.Setelah sampai di wilayah Kabupaten Bandung Barat, Anda perlu melanjutkan perjalanan ke Desa Cikalong Wetan, Kecamatan Ngamprah.Dari Desa Cikalong Wetan, Anda harus berjalan kaki atau naik ojek menuju Curug Jompong, karena akses kendaraan bermotor terbatas.Trek menuju air terjun dapat cukup menanjak, jadi pastikan untuk memakai alas kaki yang nyaman dan siap untuk berjalan.",Melihat keindahan air terjun dan alam sekitarnya.Fotografi alam.Trekking dan hiking di sekitar area.,Area parkir.fasilitas makanan.toilet.,Pastikan untuk membawa air minum dan camilan.Kenakan pakaian yang nyaman dan cocok untuk aktivitas di alam.Jaga kebersihan dan alam sekitar. Bawa pulang semua sampah.
Curug Panganten,"RJQG+V3H, Margamulya, Pangalengan, Bandung Regency, West Java 40378, Indonesia",-7.160302199999999,107.6252229,ATJ83zj_oZerLDoFt4pBw11RegLSqArQ_wo8fMYX9fSsBK2v95WN3eBUKG8SEh69ywpufgB05eWN_fMgtKh69LZ5I_rISGebUkIa587WClcql-fhLr8WrecXerZ2eadvGEZDvCkt9Jmbd1cMh0EXPzd0RFEe6368_mlw4hy3tFBTIsrn62Ot,ChIJ-eDDf8mVaC4RR1iMf43Xlks,4.5,90,kabupaten,KABUPATEN BANDUNG,,tourist_attraction|point_of_interest|establishment,Yes,Yes,Low,Nature|Adventure|Relaxing,Solo|Friends|Couple,06.00,17.0,-,"Curug Panganten adalah salah satu destinasi wisata alam yang menakjubkan di Kabupaten Bandung, Jawa Barat. Curug ini terkenal karena keindahan alamnya yang menawarkan air terjun yang megah, hutan yang rindang, serta suasana yang tenang. Nama ""Panganten"" sendiri berarti ""pengantin,"" dan curug ini sering menjadi pilihan populer untuk prewedding photoshoot.","Dari Bandung, pergilah ke arah timur menuju Kabupaten Bandung.Setelah mencapai Kecamatan Ciwidey, ikuti petunjuk jalan menuju Desa Alam Endah.Dari Desa Alam Endah, Anda dapat melakukan trekking sekitar 1,5 km untuk mencapai curug ini. Trekking ini akan memungkinkan Anda melewati hutan tropis yang indah dan menyegarkan.","Menikmati keindahan air terjun dan pemandangan alam sekitar.Berfoto-foto, terutama jika Anda adalah seorang fotografer atau pasangan yang akan menikah.Trekking dan berjalan-jalan di sekitar hutan untuk menjelajahi flora dan fauna.",Area parkir.Warung makanan.Toilet umum.Gazebo.,"Pastikan untuk membawa air minum, alas duduk, dan perlengkapan trekking yang sesuai.Kenakan pakaian yang nyaman dan sepatu yang sesuai untuk trekking.Jangan lupa membawa kamera untuk mengabadikan momen-momen indah.Hargai alam sekitar dan jangan meninggalkan sampah. Bantu menjaga kebersihan."
Curug Siliwangi,"VJ8F+FP4, Pasirmulya, Banjaran, Bandung Regency, West Java 40374, Indonesia",-7.1338532,107.6243364,ATJ83zhu18f6pgNnOVgQQ2i9QJuYfuDXRkSybaa96z6SZ1D3XnA44eDMwuiX2vfHeYJ7mMg5t8IrCG7df4miyb7rPy7Ec7f0t6HaFeswKB3gdzDqmB7WT-TLtxbQPTea7K_XrsPZCJr3gJ-UM-kW3d98kz4zoweUkHTKsAK86z0f9X082KP0,ChIJY-YWn-OUaC4RA4XLhD4fASQ,4.4,49,kabupaten,KABUPATEN BANDUNG,,tourist_attraction|point_of_interest|establishment,Yes,Yes,Low,Nature|Adventure|Relaxing,Solo|Friends|Couple|Family,00.00,23.59,-,Curug Siliwangi adalah sebuah air terjun yang terletak di tengah hutan hijau yang indah. Air terjun ini memiliki ketinggian sekitar 50 meter dan dikelilingi oleh vegetasi yang rimbun. Suara gemericik air yang jatuh menambah kesan damai dan alami.,"Untuk mencapai Curug Siliwangi, Anda dapat menggunakan kendaraan pribadi atau taksi dari Bandung. Dari pusat Kota Bandung, perjalanan ke Curug Siliwangi biasanya memakan waktu sekitar 1,5 hingga 2 jam. Setelah tiba di kawasan Curug Siliwangi, Anda perlu berjalan kaki sekitar 15-20 menit untuk mencapai air terjun.",Anda dapat berjalan-jalan di sekitar hutan. berfoto di sekitar air terjun. Jika cuaca memungkinkan anda dapat mandi atau berenang di kolam alami yang terbentuk di bawah air terjun.,Tempat parkir.Toilet.Warung makanan.,Selalu periksa cuaca sebelum pergi dan pastikan Anda memakai pakaian yang sesuai.Bawalah alas kaki yang nyaman dan anti-selip karena jalur menuju air terjun bisa licin.Jaga kebersihan alam dengan membawa sampah Anda kembali dan tidak merusak lingkungan sekitar.Hindari membuat kebisingan yang berlebihan untuk menjaga keindahan alam dan ketenangan.
Dago Dreampark,"Mekarwangi, Jl. Dago Giri No.Km. 2.2, Pagerwangi, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40135, Indonesia",-6.8486423,107.625939,ATJ83zitxQSDtVGrwMXpm1FAyneeiHyzyhdB49YB517cSyYGY9KCufFyaa-WZMi6eoiaO6dXYJmhOXD42ZuYZIlCgy2JPoUqNVMj5PPIzSTLlMmZw1rKnKNe0NW0mY_tv6iti_pF2PK65df-rwTehMeyKFBB0wHXzbkHGdDTH_3aHosZDlmB,ChIJeUGDdCvnaC4RX24Dt0esfD4,4.2,18147,kabupaten,KABUPATEN BANDUNG,"5J2G+G9 Pagerwangi, West Bandung Regency, West Java",tourist_attraction|amusement_park|point_of_interest|establishment,Yes,Yes,Low,Edukasi|Adventure,Family|Friends,08.00,18.0,-,"Dago Dreampark adalah taman wisata yang terletak di daerah Dago, salah satu daerah pegunungan yang indah di Kabupaten Bandung. Tempat ini menawarkan pemandangan alam yang spektakuler, udara segar, serta berbagai aktivitas yang bisa dinikmati oleh pengunjung dari segala usia. Taman ini memiliki area yang luas dengan beragam fasilitas rekreasi dan hiburan.","Dago Dreampark dapat dicapai dari pusat Kota Bandung dalam waktu sekitar 45 menit dengan mobil. Anda dapat mengikuti rute ke arah Utara Bandung dan mengikuti petunjuk ke Dreampark,Jika Anda tidak membawa kendaraan pribadi, Anda dapat menggunakan taksi, ojek online, atau angkutan umum seperti angkot untuk mencapai Dago Dreampark.",Anda dapat menjelajahi hutan pinus yang indah dengan berjalan kaki..Ada juga jalur trekking yang menarik bagi pecinta alam.Dreampark adalah tempat yang ideal untuk picnic.Anda bisa membawa bekal dan menikmati makanan di tengah alam.Menikmati pemandangan air terjun kecil yang segar dan dapat berenang di kolamnya.Mencoba flying fox yang seru di tengah hutan.Dreampark memiliki area bermain anak yang aman dan seru bagi keluarga.Ada kafe dan restoran di lokasi yang menyajikan makanan dan minuman.,"Tempat parkir.Toilet umum.Area bermain anak,Kafe dan restoran.Tempat istirahat.",Pastikan Anda membawa kamera karena pemandangan di Dreampark sangat indah.Kenakan pakaian yang sesuai untuk aktivitas luar ruangan dan cuaca yang berubah-ubah.Bawa bekal atau makanan ringan jika Anda ingin picnic.Patuhi peraturan dan jangan meninggalkan sampah di alam.
Driam Riverside,"Cukang Genteng No.1, Cukanggenteng, Kec. Pasirjambu, Kabupaten Bandung, Jawa Barat 40972, Indonesia",-7.067855700000001,107.4906257,ATJ83zipOZXX03yeKky-_PovZJjU8XUjDBnNyfWV_xgatBYBw260NgUl7qIBWcOxESACkb2GVwkA4kcmkpQVAJuc2zFvhUTae17Efhl49dY9LiSGr6NVChaB5-7TMjEs2uZ-qJYkNYNCzOPduncIHYO7xy7IWGxPSzJ9maovc-pfCM-uRw0H,ChIJG8JQuYrtaC4Rm8gKotWJPPU,4.5,150,kabupaten,KABUPATEN BANDUNG,"WFJR+V7 Cukanggenteng, Bandung Regency, West Java",tourist_attraction|point_of_interest|establishment,No,Yes,High,Nature|Adventure|Relaxing,Solo|Friends|Couple|Family,07.00,18.0,-,"Driam Riverside adalah sebuah resor alam yang terletak di tepi Sungai Citarum, menawarkan pengunjung pengalaman alam yang damai dan nyaman. Terletak di tengah alam dengan pemandangan hijau yang indah, tempat ini menjadi tempat yang sempurna untuk melarikan diri dari hiruk-pikuk kota.","Driam Riverside dapat diakses dengan mobil pribadi dari pusat Kota Bandung sekitar 1,5-2 jam perjalanan. Jalan menuju lokasi terutama berupa jalan berliku dan berbatu, jadi disarankan untuk menggunakan kendaraan yang sesuai.","Anda bisa berenang di Sungai Citarum yang bersih dan jernih.Tempat ini cocok untuk piknik dengan keluarga dan teman-teman.Jelajahi sekitar dengan berjalan kaki, nikmati keindahan alamnya.Driam Riverside menawarkan pemandangan alam yang memukau yang sempurna untuk fotografi.Beberapa pengunjung juga mendirikan tenda untuk camping.",Toilet umum.Area parkir.,Gunakan pakaian yang nyaman dan sesuai untuk aktivitas alam terbuka.Bawalah kamera untuk mengabadikan momen indah di Driam Riverside.
Ecopark Curugtilu,"Jl. Raya Rancabali No.KM.01, Patengan, Kec. Rancabali, Kabupaten Bandung, Jawa Barat 40973, Indonesia",-7.1499028,107.3757828,ATJ83zjPCchfQhehVGVqZk_UiclqXCFsMjYY0pvsYGvKE_gNtFtgEIAZq0NaGWjlIyijO81RI3io9_namXxDq0QDbXpjHgAIHAjKhGr8ZxMiCaRvB31LsOuzpEI9whpkOXZsgaKZQE-oN0O_d2viIUA9G5_N6BhEkcgP0zUaEuC_7TW1aHj2,ChIJs5uqeFGLaC4RjUXgBUqBwIY,4.6,1423,kabupaten,KABUPATEN BANDUNG,"V92G+28 Patengan, Bandung Regency, West Java",tourist_attraction|point_of_interest|establishment,Yes,Yes,High,Nature|Relaxing,Solo|Friends|Couple|Family,07.00,19.0,-,"Ecopark Curugtilu adalah taman ekowisata yang memadukan keindahan alam, air terjun, dan beragam kegiatan outdoor. Di sini, Anda dapat menikmati keindahan alam yang masih alami dan bersih. Air terjun Curugtilu adalah daya tarik utama yang mengalir dari ketinggian dan menciptakan suasana yang menenangkan.","Ecopark Curugtilu terletak di Desa Pasirhalang, Kecamatan Rongga, Kabupaten Bandung. Anda bisa mencapainya dengan mobil pribadi dari Bandung, yang berjarak sekitar 50 kilometer dan memakan waktu sekitar 2 jam perjalanan. Jalur ke sana cukup baik, meskipun Anda perlu mempersiapkan kendaraan yang sesuai untuk medan perbukitan.",Berpiknik di area yang telah disediakan.Berburu foto indah alam dan air terjun.berkemah atau menginap bersama teman atau keluarga.,Restoran.Plaza Jajanan.Playground.Stage Musik.Spot Fhoto.Boot Fhoto.penginapan bukit pamidangan.minicamp.family tent.,"Pastikan untuk membawa perlengkapan pribadi, seperti air minum, sepatu yang nyaman untuk berjalan, dan perlengkapan berkemah jika Anda berniat berkemah di sana.Jaga kebersihan alam dengan tidak meninggalkan sampah.Perhatikan jam buka dan tutup taman, serta peraturan yang berlaku."
Eurad High Land,"6M5J+V8H, Capunagara, Lembang, West Bandung Regency, West Java 41283, Indonesia",-6.790323099999999,107.68087,ATJ83zh0eQObuF6qyxCviP4BOlV2aMrNN6jz4-Ujv8Eqq8lvfdQa50n_WWX0l9BbawGpFPUDQBPD1U17jNKbP7gYAAeMJ64PsHjRDuInAKXts4XHsMZX3LlOdVsdyptxM5kMsVswuQuGkyQsBI2_9TcTvDUF05wx-uegcudASVgzuAHr7Ikw,ChIJ5_6aW8XfaC4RrtKR92P_PC4,4.4,1128,kabupaten,KABUPATEN BANDUNG,,tourist_attraction|point_of_interest|establishment,Yes,Yes,Low,Nature|Adventure|Relaxing,Solo|Friends|Couple,00.00,23.59,-,Eurad High Land adalah destinasi wisata alam yang menawarkan pemandangan indah pegunungan dan udara segar yang sejuk. Tempat ini cocok bagi wisatawan yang mencari ketenangan dan keindahan alam.,"Untuk mencapai Eurad High Land, Anda dapat menggunakan kendaraan pribadi atau taksi dari pusat Kota Bandung. Perjalanan dari pusat kota biasanya memakan waktu sekitar 2-3 jam, tergantung lalu lintas. Jalan ke tempat ini terkadang berliku, jadi pastikan untuk mengikuti peta atau panduan GPS.",Nikmati pemandangan alam yang indah dengan berjalan-jalan di sekitar kawasan Eurad High Land.Ambil foto-foto indah dari pemandangan alam dan pegunungan yang menakjubkan.Bawa bekal dan nikmati piknik di bawah naungan pohon.Terbuka untuk Hiking.Bersepeda Mengelilingi Hutan.Berkemah di Puncak Gunung,Tempat Parkir.Toilet.Foto Instagramable di Kapal Kayu.,"Bawa jaket atau pakaian hangat, karena udara di daerah pegunungan bisa cukup dingin, terutama pada malam hari.Bawa bekal atau makanan ringan, karena pilihan restoran atau warung makanan di sekitar mungkin terbatas.Jangan lupa membawa kamera untuk mengabadikan momen indah di tempat ini."
Fairy Garden,"Jl. Maribaya No.KM. 3, RW.9, Cibodas, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia",-6.8239839,107.6883946,ATJ83zgFW3acXOpobyi5butHmCK2ezWDXviIRJ4OX2va0IUwg9KniNqng8YgZam1jPhC44YFkXrPtOmwm2da1998MtG7P3qVbrBMWDD5hihwQYQLJ9J5v9o054IUC1YYEULP9hVYOVW09XMYhlCxTmyH0PStCX3pACIEdhC_GOJ2CMXe6Umo,ChIJWck1uRXeaC4R5ynQbBfGAPk,4.3,8264,kabupaten,KABUPATEN BANDUNG,"5MGQ+C9 Cibodas, West Bandung Regency, West Java",tourist_attraction|point_of_interest|establishment,No,Yes,Medium,Art|Relaxing|Entertain,Family,09.00,20.0,-,"Fairy Garden adalah taman bermain yang didesain seperti tempat tinggal peri dengan berbagai patung peri, bunga, dan hutan mini. Tempat ini sangat cocok untuk keluarga dan anak-anak, dengan suasana yang ajaib dan penuh warna.","Fairy Garden terletak di Desa Cikole, Kabupaten Bandung, sekitar 30 kilometer dari pusat kota Bandung. Anda bisa mencapainya dengan mobil pribadi atau layanan transportasi dari Bandung. Rute dan peta biasanya tersedia di situs web resmi atau aplikasi peta.","Di Fairy Garden, Anda dapat menikmati berbagai aktivitas, seperti berjalan-jalan di taman, bermain dengan patung peri, berfoto-foto, dan bersantai di area picnic. Ada juga penjaga taman yang mengadakan pertunjukan dan aktivitas kreatif terutama saat akhir pekan.",Toilet.area parkir. kios makanan ringan. toko suvenir. ,"Sebaiknya kunjungi Fairy Garden pada hari biasa untuk menghindari kerumunan yang lebih besar, karena akhir pekan cenderung lebih ramai.Pakailah pakaian yang nyaman dan sesuai cuaca, serta jangan lupa membawa kamera untuk mengabadikan momen indah.Jangan lupa untuk menjaga kebersihan taman dengan membuang sampah pada tempatnya."
Farmhouse Susu Lembang,"Jl. Raya Lembang No.108, Gudangkahuripan, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia",-6.832968999999999,107.6056183,ATJ83zjvcV_fUCNbbWt1kJlqcD9v90qcl_lrw8OJ_fqLf-iFCvJnerRRocRnTQLzfgdVrLNiU6g1TnkNARNwrvcd-_cn5-hb3EB-wh4mlOBa7mpksMNKgzc6zYWsQNBTJzGBwWWqtENhvzBv9AbopD-5BcGP6BJ32kcBVmqeuORlC9OOxx6z,ChIJia31vjvhaC4RcSMrAu3razU,4.4,64674,kabupaten,KABUPATEN BANDUNG,"5J84+R6 Gudangkahuripan, West Bandung Regency, West Java",tourist_attraction|point_of_interest|establishment,No,Yes,Medium,Edukasi|Kuliner|Perbelanjaan|Relaxing,Solo|Friends|Couple|Family,08.00,18.0,-,"Farmhouse Susu Lembang adalah sebuah tempat wisata yang menawarkan pengalaman peternakan yang menarik dengan suasana pedesaan ala Eropa. Terletak di Kabupaten Bandung, Jawa Barat, tempat ini menampilkan bangunan-bangunan dengan arsitektur khas Eropa, serta berbagai aktivitas dan atraksi menarik.","Farmhouse Susu Lembang terletak sekitar 9 kilometer dari pusat Kota Bandung, dapat diakses dengan mobil pribadi, taksi, atau ojek. Dari pusat Kota Bandung, Anda dapat mengambil rute ke Lembang dan mengikuti petunjuk ke Farmhouse Susu Lembang. Parkiran tersedia di area sekitar.","Anda dapat berinteraksi dengan berbagai hewan seperti kambing, kelinci, dan ayam.Jelajahi bangunan-bangunan berarsitektur Eropa yang indah dan ambil foto di depannya.Nikmati makanan dan minuman khas Eropa, seperti susu segar dan sosis panggang.Terdapat toko-toko suvenir yang menjual barang-barang Eropa dan produk-produk susu.",Mushola. Toilet. Kedai Kopi. Restoran. Toko oleh-oleh. Gazebo. Wahana bermain.,"Datanglah pada hari kerja jika memungkinkan untuk menghindari kerumunan wisatawan.Kenakan pakaian yang nyaman dan sesuai dengan cuaca, karena cuaca di Lembang bisa berubah-ubah.Pastikan Anda mencoba susu segar yang terkenal di sini.Ajak keluarga dan teman-teman Anda untuk berbagi pengalaman yang menyenangkan."
Hutan Pinus Rahong,"Pulosari, Pangalengan, Bandung Regency, West Java 40378, Indonesia",-7.180703500000001,107.5470134,ATJ83zjd2eKwv-NjL4jHLsVQn5GIJMok3NtFjA94N6Zjx2vlCeHDXkkxcvhNskoBoK66G739BaEXd2Ea3SwWdSNLibpfGhUpuhsXd4aBfUtv3yxD_qSfpRDzrWBH1hBr0lORhj2jgWXHoo3n5WeEbz0GMtVQVPBa6ot-A0sknGATIR10Zq4W,ChIJzdIdqWGRaC4Rez9P15dQ-9c,4.5,1491,kabupaten,KABUPATEN BANDUNG,"RG9W+PR Pulosari, Bandung Regency, West Java",tourist_attraction|point_of_interest|establishment,Yes,Yes,Low,Nature|Adventure|Relaxing,Solo|Friends|Couple|Family,06.30,18.0,-,"Rahong Pangalengan merupakan kawasan wisata di tengah hutan pinus dan Sungai Palayangan yang ramai dikunjungi para wisatawan.Destinasi wisata ini sendiri merupakan area perbukitan yang memiliki luas sekitar 4,5 hektar yang terdiri dari enam zona yang masing-masingnya memiliki daya tarik, seperti camping area, arung jeram, dan lain sebagainya.","Anda dapat mencapai Hutan Pinus Rahong dari pusat Kota Bandung dengan mengikuti rute perjalanan ke arah selatan. Jaraknya sekitar 40 kilometer dan perjalanan ditempuh dalam waktu sekitar 1,5 jam, tergantung pada lalu lintas. Perjalanan ini dapat dilakukan dengan mobil pribadi atau dengan mengikuti tur wisata yang ditawarkan oleh agen perjalanan lokal.",Berjalan-jalan di antara pohon pinus yang menjulang.Berpiknik bersama keluarga atau teman-teman di area yang tersedia.Berkemah.Mengambil foto indah di bawah kanopi pinus.Arung Jeram.Aktivitas Outdoor.,Downhill. flying fox. tea walk. off road. trekking. painbal.archery war.tempat parkir.toilet.tempat jual makan dan minuman.,Kenakan pakaian yang sesuai untuk berjalan-jalan di hutan.Jaga kebersihan tempat ini dengan membuang sampah pada tempatnya.Hati-hati dengan area yang licin atau berbatu di dalam hutan.Datanglah saat cuaca cerah untuk pengalaman terbaik.Pastikan untuk membawa air minum dan camilan.
Kampung Batu Malakasari Ecopark,"Jl. Raya Banjaran Barat Rencong, Malakasari, Kec. Baleendah, Kabupaten Bandung, Jawa Barat 40375, Indonesia",-7.0093633,107.6069444,ATJ83zhnxVRwElPRaZlBgw7jmaUO9QZCiEOJwGGwODM9gKC7SBEOI6H1mG4e-IR9GK4fRmlXYIVEx7gtLo_gmcjA3Gs-LP2goiTD_O1rU1d8Dm7wtEYKaE_9cmVizsurufyE12lEwLiuTO-rctHLe_KBkEwxtbd1XMoaAJeATwuh0uNvKgu7,ChIJY7CFmmLpaC4R3Wqk4Boradk,4.1,5016,kabupaten,KABUPATEN BANDUNG,"XJR4+7Q Malakasari, Bandung Regency, West Java",tourist_attraction|amusement_park|park|point_of_interest|establishment,No,Yes,Low,Nature|Adventure,Solo|Family|Friends,08.00,16.0,-,"Kampung Batu Malakasari Ecopark adalah kawasan wisata alam yang menawarkan suasana pedesaan yang tenang dan udara segar. Terletak di dataran tinggi, Anda akan menikmati pemandangan perbukitan yang hijau dan berbagai aktivitas luar ruangan.","Kampung Batu Malakasari Ecopark terletak di Kabupaten Bandung, sekitar 30 kilometer dari pusat kota Bandung.Anda bisa mencapai tempat ini dengan kendaraan pribadi atau menggunakan layanan jasa transportasi.","wisata edukasi dan petualangan alam terbuka. Kontur alam dan fasilitas di Kampung Batu Malakasari juga sangat terjangkau dan ideal untuk keperluan dokumentasi fotografi seperti hunting foto, Prewedding dan Video Shooting.selain juga sering digunakan sebagai tempat pelaksanaan acara silaturahmi keluarga maupun acara perusahaan lainnya.",Danau.Peternakan.Penangkaran.Pemancingan.Persawahan dan Agrikultur.Outbound dan Flying Fox.Adventure Kids Park.Kuliner Jawa Barat.Bale Seni budaya dan Rumah Adat Sunda.,"Pakailah pakaian yang sesuai untuk aktivitas luar ruangan, termasuk sepatu yang nyaman.Hormati lingkungan dan jangan meninggalkan sampah.Berinteraksilah dengan penduduk setempat untuk pengalaman yang lebih autentik."
Kawah Wayang,"Sukamanah, Pangalengan, Bandung Regency, West Java 40378, Indonesia",-7.206931300000001,107.6373723,ATJ83zjfVfQmagFYl5ysfYqSFniAOo7Jlzxk5EQTtkWDKIm24-fHvCrVS51ANmvWtPQUJNBWEKp5vVyLpL1BDfDTfL1qJDkIpacEmi9L1BrNWROs-NmbYGDq1c3cc-3Kd04mVLY8eThV_wP-yOeD23srSy_YkQNKqp4uyn_UYVpwS6qRSfKf,ChIJo82jZk-WaC4RA3QRvVJ0w-E,4.6,533,kabupaten,KABUPATEN BANDUNG,"QJVP+6W Sukamanah, Bandung Regency, West Java",tourist_attraction|point_of_interest|establishment,Yes,Yes,Low,Nature|Adventure|Relaxing,Solo|Friends|Couple,00.00,23.59,-,Kawah Wayang merupakan destinasi geowisata berbasis agroforestri menarik yang ada di Pengalengan Bandung. Tempat wisata ini merupakan kawah dari Gunung Wayang yang memiliki ketinggian 2.182 m.,"Kawah Wayang terletak sekitar 2-3 jam perjalanan dari Bandung, tergantung pada lalu lintas. Anda dapat menggunakan mobil pribadi atau menyewa kendaraan untuk mencapai lokasi ini.","Kawah Wayang menawarkan lanskap yang indah untuk fotografi alam, terutama saat sinar matahari pagi memantul di permukaan danau kawah.Anda bisa menjelajahi tepian danau kawah dan menikmati pemandangan sekitar.",toilet.kolam.gazebo.bike track.parkiran.,Pakailah pakaian yang nyaman dan sepatu yang cocok untuk berjalan di daerah berbatu.Patuhi peraturan dan panduan yang ada di tempat ini untuk menjaga kelestarian lingkungan.
